㐆,⿻尸？,尸
罵,⿱罒馬,罒
罷,⿱罒能,罒
罹,⿱罒惟,罒
罾,⿱罒曾,罒
羁,⿱罒？,罒
羅,⿱罒維,罒
羆,⿱罒熊,罒
羈,⿱罒？,罒
羊,口,羊
羋,口,羋
羌,⿱羊儿,羊
羏,⿰羊？,羊
羒,⿰羊分,羊
羓,⿰羊巴,羊
羖,⿰羊？,羊
䍩,⿰羊？,羊
䍨,⿰羊市,羊
羍,⿱大羊,羊
美,⿱羊大,羊
羔,⿱羊灬,羊
羕,⿱羊永,羊
羜,⿰羊宁,羊
羚,⿰羊令,羊
羝,⿰羊氐,羊
羞,⿱羊丑,羊
羟,⿰羊巠,羊
羡,⿱羊次,羊
群,⿰君羊,羊
羥,⿰羊巠,羊
羧,⿰羊夋,羊
羨,⿱羊㳄,羊
義,⿱羊我,羊
羯,⿰羊曷,羊
羰,⿰羊炭,羊
羲,⿱羊？,羊
羴,⿱羊？,羊
羸,⿱吂？,羊
羹,⿱羊美,羊
羼,⿸尸羴,羊
羽,⿱羽?,羽
羿,⿱羽廾,羽
翁,⿱公羽,羽
翅,⿰支羽,羽
翊,⿰立羽,羽
翌,⿱羽立,羽
䍿,⿱羽王,羽
翎,⿰令羽,羽
翏,⿱羽?,羽
習,⿱羽白,羽
翔,⿰羊羽,羽
翕,⿱人羽,羽
翘,⿰尧羽,羽
翟,⿱羽隹,羽
翠,⿱羽卒,羽
䎆,⿱羽令,羽
翡,⿱非羽,羽
翥,⿱者羽,羽
翦,⿱前羽,羽
翩,⿰扁羽,羽
翮,⿰鬲羽,羽
翰,⿰倝羽,羽
翱,⿰皋羽,羽
翳,⿱殹羽,羽
翹,⿰堯羽,羽
翻,⿰番羽,羽
翼,⿱羽異,羽
耀,⿰光翟,羽
老,口,老
耂,⿸耂？,耂
考,口,耂
耄,⿱老毛,老
䎜,⿰老老,老
䎝,⿱老羽,老
者,⿱耂日,耂
耆,⿱老日,老
耋,⿱老至,老
而,口,而
耍,⿱而女,而
耐,⿰而寸,而
耑,⿱山而,而
耒,⿰耒?,耒
耔,⿰耒子,耒
耕,⿰耒井,耒
耖,⿰耒少,耒
耗,⿰耒毛,耒
耘,⿰耒云,耒
耙,⿰耒巴,耒
耜,⿰耒㠯,耒
耠,⿰耒合,耒
耢,⿰耒劳,耒
耤,⿰耒昔,耒
耥,⿰耒尚,耒
耦,⿰耒禺,耒
耧,⿰耒娄,耒
耨,⿰耒辱,耒
耩,⿰耒冓,耒
耪,⿰耒旁,耒
耱,⿰耒磨,耒
耳,⿱？耳,耳
耴,⿰耳乚,耳
耵,⿰耳丁,耳
耶,⿰耳阝,耳
耷,⿱大耳,耳
耸,⿱从耳,耳
耻,⿰耳止,耳
耽,⿰耳冘,耳
耿,⿰耳火,耳
聂,⿱耳双,耳
聃,⿰耳冉,耳
聆,⿰耳令,耳
聊,⿰耳卯,耳
聋,⿱龙耳,耳
职,⿰耳只,耳
聍,⿰耳宁,耳
聒,⿰耳舌,耳
联,⿰耳关,耳
聖,⿱？王,耳
聘,⿰耳甹,耳
聚,⿱取乑,耳
聞,⿵門耳,耳
聩,⿰耳贵,耳
聪,⿰耳总,耳
聯,⿰耳絲,耳
聰,⿰耳悤,耳
聱,⿱敖耳,耳
聲,⿱殸耳,耳
聳,⿱從耳,耳
聵,⿰耳貴,耳
聶,品耳,耳
職,⿰耳戠,耳
聽,⿰耳？,耳
聾,⿱龍耳,耳
聿,⿱肀二,聿
肀,⿱肀？,肀
肃,⿱肀？,肀
肄,⿰？聿,聿
肅,⿻肀？,肀
肆,⿰镸聿,聿
肇,⿱？聿,聿
肉,口,肉
肋,⿰⺼力,⺼
肌,⿰⺼几,⺼
肓,⿱亡⺼,⺼
肖,⿱⺌⺼,⺼
肘,⿰⺼寸,⺼
肙,⿱口⺼,⺼
肚,⿰⺼土,⺼
肛,⿰⺼工,⺼
肜,⿰⺼彡,⺼
肝,⿰⺼干,⺼
肟,⿰⺼亏,⺼
肠,⿰⺼昜,⺼
股,⿰⺼殳,⺼
肢,⿰⺼支,⺼
肤,⿰⺼夫,⺼
肥,⿰⺼巴,⺼
肩,⿸户⺼,⺼
肪,⿰⺼方,⺼
肫,⿰⺼屯,⺼
肭,⿰⺼内,⺼
肮,⿰⺼亢,⺼
肯,⿱止⺼,⺼
肰,⿰⺼犬,⺼
肱,⿰⺼厷,⺼
育,⿱？⺼,⺼
肴,⿱乂⺼,⺼
肷,⿰⺼欠,⺼
肺,⿰⺼巿,⺼
肼,⿰⺼井,⺼
肽,⿰⺼太,⺼
肾,⿱？⺼,⺼
肿,⿰⺼中,⺼
胀,⿰⺼长,⺼
胁,⿰⺼办,⺼
胂,⿰⺼申,⺼
胃,⿱田⺼,⺼
胄,⿱由⺼,⺼
胆,⿰⺼旦,⺼
背,⿱北⺼,⺼
胍,⿰⺼瓜,⺼
胎,⿰⺼台,⺼
胖,⿰⺼半,⺼
胗,⿰⺼㐱,⺼
胙,⿰⺼乍,⺼
胚,⿰⺼丕,⺼
胛,⿰⺼甲,⺼
胜,⿰⺼生,⺼
胝,⿰⺼氐,⺼
胞,⿰⺼包,⺼
胠,⿰⺼去,⺼
䏼,⿰⺼戔,⺼
胡,⿰古⺼,⺼
胤,口,⺼
胥,⿱疋⺼,⺼
胧,⿰⺼龙,月
胨,⿰⺼东,⺼
胩,⿰⺼卡,⺼
胪,⿰⺼卢,⺼
胫,⿰⺼巠,⺼
胬,⿱奴肉,肉
胭,⿰⺼因,⺼
胯,⿰⺼夸,⺼
胰,⿰⺼夷,⺼
胱,⿰⺼光,⺼
胲,⿰⺼亥,⺼
胳,⿰⺼各,⺼
胴,⿰⺼同,⺼
胶,⿰⺼交,⺼
胸,⿰⺼匈,⺼
胺,⿰⺼安,⺼
胼,⿰⺼并,⺼
能,⿰⺼？,⺼
脂,⿰⺼旨,⺼
脅,⿱劦⺼,⺼
脆,⿰⺼危,⺼
脈,⿰⺼永,⺼
脉,⿰⺼永,⺼
脊,⿱？⺼,⺼
脍,⿰⺼会,⺼
脎,⿰⺼杀,⺼
脏,⿰⺼庄,⺼
脐,⿰⺼齐,⺼
脑,⿰⺼？,⺼
脒,⿰⺼米,⺼
脓,⿰⺼农,⺼
脔,⿱亦肉,肉
脖,⿰⺼孛,⺼
脘,⿰⺼完,⺼
脚,⿰⺼却,⺼
脛,⿰⺼巠,⺼
脞,⿰⺼坐,⺼
脢,⿰⺼每,⺼
脣,⿱辰⺼,⺼
脩,⿰亻？,⺼
脫,⿰⺼兌,⺼
脬,⿰⺼孚,⺼
脯,⿰⺼甫,⺼
脱,⿰⺼兑,⺼
脲,⿰⺼尿,⺼
脶,⿰⺼呙,⺼
脷,⿰⺼利,⺼
脸,⿰⺼佥,⺼
脹,⿰⺼長,⺼
脾,⿰⺼卑,⺼
腆,⿰⺼典,⺼
腈,⿰⺼青,⺼
腊,⿰⺼昔,⺼
腋,⿰⺼夜,⺼
腌,⿰⺼奄,⺼
腎,⿱臤⺼,⺼
腐,⿸广肉,肉
腑,⿰⺼府,⺼
腓,⿰⺼非,⺼
腔,⿰⺼空,⺼
腕,⿰⺼宛,⺼
腖,⿰⺼東,⺼
腙,⿰⺼宗,⺼
腚,⿰⺼定,⺼
腠,⿰⺼奏,⺼
腥,⿰⺼星,⺼
腦,⿰⺼？,⺼
腧,⿰⺼俞,⺼
腩,⿰⺼南,⺼
腫,⿰⺼重,⺼
腭,⿰⺼咢,⺼
腮,⿰⺼思,⺼
腰,⿰⺼要,⺼
腱,⿰⺼建,⺼
腳,⿰⺼卻,⺼
腴,⿰⺼臾,⺼
腸,⿰⺼昜,⺼
腹,⿰⺼复,⺼
腺,⿰⺼泉,⺼
腻,⿰⺼贰,⺼
腼,⿰⺼面,⺼
腽,⿰⺼昷,⺼
腾,⿰⺼？,⺼
腿,⿰⺼退,⺼
膀,⿰⺼旁,⺼
膂,⿱旅⺼,⺼
膃,⿰⺼？,⺼
膈,⿰⺼鬲,⺼
膊,⿰⺼尃,⺼
膏,⿱高⺼,⺼
膑,⿰⺼宾,⺼
膕,⿰⺼國,⺼
膘,⿰⺼票,⺼
膚,⿸虍胃,⺼
膛,⿰⺼堂,⺼
膜,⿰⺼莫,⺼
膝,⿰⺼桼,⺼
膠,⿰⺼翏,⺼
膣,⿰⺼窒,⺼
膦,⿰⺼粦,⺼
膨,⿰⺼彭,⺼
膩,⿰⺼貳,⺼
膪,⿰⺼啻,⺼
膫,⿰⺼尞,⺼
膲,⿰⺼焦,⺼
膳,⿰⺼善,⺼
膺,⿱？⺼,⺼
膻,⿰⺼亶,⺼
膽,⿰⺼詹,⺼
膾,⿰⺼會,⺼
膿,⿰⺼農,⺼
臀,⿱殿⺼,⺼
臁,⿰⺼廉,⺼
臂,⿱辟⺼,⺼
臃,⿰⺼雍,⺼
臆,⿰⺼意,⺼
臉,⿰⺼僉,⺼
臊,⿰⺼喿,⺼
臌,⿰⺼鼓,⺼
臍,⿰⺼齊,⺼
臘,⿰⺼巤,⺼
臚,⿰⺼盧,⺼
臜,⿰⺼赞,⺼
臟,⿰⺼藏,⺼
臠,⿱䜌肉,肉
臢,⿰⺼贊,⺼
臣,口,臣
臤,⿰臣又,臣
臥,⿰臣人,臣
臧,⿵戕臣,臣
臨,⿰臣？,臣
自,口,自
臬,⿱自木,自
臭,⿱自犬,自
臱,⿱自方,自
臲,⿰臬危,自
至,⿱？土,至
致,⿰至攵,至
臺,⿱吉土,至
臻,⿰至秦,至
臼,⿱臼?,臼
臽,⿱⺈臼,臼
臾,⿱臼人,臼
臿,⿱千臼,臼
舀,⿱爫臼,臼
舁,⿱臼廾,臼
舂,⿱𡗗臼,臼
舄,⿱臼？,臼
舅,⿱臼男,臼
舆,⿱臼八,车
與,⿱臼八,臼
興,⿱臼八,臼
舉,⿱臼?,臼
舊,⿱艹臼,臼
舋,⿱臼且,臼
舌,⿱丿古,舌
舍,⿱人舌,舌
舐,⿰舌氏,舌
舒,⿰舍予,舌
舔,⿰舌忝,舌
舖,⿰舍甫,舌
舛,⿱？舛,舛
舜,⿱爫舛,舛
舞,⿱無舛,舛
舟,⿰舟？,舟
舡,⿰舟工,舟
舢,⿰舟山,舟
舣,⿰舟义,舟
舨,⿰舟反,舟
航,⿰舟亢,舟
舫,⿰舟方,舟
般,⿰舟殳,舟
舭,⿰舟比,舟
舯,⿰舟中,舟
舰,⿰舟见,舟
舱,⿰舟仓,舟
舲,⿰舟令,舟
舳,⿰舟由,舟
舴,⿰舟乍,舟
舵,⿰舟它,舟
舶,⿰舟白,舟
舷,⿰舟玄,舟
舸,⿰舟可,舟
船,⿰舟？,舟
舻,⿰舟卢,舟
舾,⿰舟西,舟
艄,⿰舟肖,舟
艅,⿰舟余,舟
艇,⿰舟廷,舟
艉,⿰舟尾,舟
艋,⿰舟孟,舟
艎,⿰舟皇,舟
艏,⿰舟首,舟
艘,⿰舟叟,舟
艙,⿰舟倉,舟
艚,⿰舟曹,舟
艟,⿰舟童,舟
艦,⿰舟監,舟
艨,⿰舟蒙,舟
艮,⿱日衣,艮
良,⿱白衣,艮
艰,⿰又艮,艮
艱,⿰堇艮,艮
色,⿱⺈巴,色
艳,⿰丰色,色
艴,⿰弗色,色
艷,⿰豐色,色
艸,X,艸
艹,⿱艹？,艹
艺,⿱艹乙,艹
艻,⿱艹力,艹
艽,⿱艹九,艹
艾,⿱艹乂,艹
艿,⿱艹乃,艹
节,⿱艹？,艹
芄,⿱艹丸,艹
芈,⿻羋？,羋
芊,⿱艹千,艹
芋,⿱艹于,艹
芍,⿱艹勺,艹
芎,⿱艹弓,艹
芏,⿱艹土,艹
芑,⿱艹己,艹
芒,⿱艹亡,艹
芗,⿱艹乡,艹
芘,⿱艹比,艹
芙,⿱艹夫,艹
芜,⿱艹无,艹
芝,⿱艹之,艹
芟,⿱艹殳,艹
芡,⿱艹欠,艹
芤,⿱艹孔,艹
芥,⿱艹介,艹
芦,⿱艹户,艹
芨,⿱艹及,艹
芩,⿱艹今,艹
芪,⿱艹氏,艹
芫,⿱艹元,艹
芬,⿱艹分,艹
芭,⿱艹巴,艹
芮,⿱艹内,艹
芯,⿱艹心,艹
芰,⿱艹支,艹
花,⿱艹化,艹
芳,⿱艹方,艹
芴,⿱艹勿,艹
芷,⿱艹止,艹
芸,⿱艹云,艹
芹,⿱艹斤,艹
芻,⿱,艸
芽,⿱艹牙,艹
芾,⿱艹巿,艹
苁,⿱艹从,艹
苄,⿱艹卞,艹
苇,⿱艹韦,艹
苈,⿱艹历,艹
苊,⿱艹厄,艹
苋,⿱艹见,艹
苌,⿱艹长,艹
苍,⿱艹仓,艹
苎,⿱艹？,艹
苏,⿱艹办,艹
苑,⿱艹夗,艹
苒,⿱艹冉,艹
苓,⿱艹令,艹
苔,⿱艹台,艹
苕,⿱艹召,艹
苗,⿱艹田,艹
苘,⿱艹冋,艹
苛,⿱艹可,艹
苜,⿱艹目,艹
苞,⿱艹包,艹
苟,⿱艹句,艹
苠,⿱艹民,艹
苡,⿱艹以,艹
苣,⿱艹巨,艹
苤,⿱艹丕,艹
若,⿱艹右,艹
苦,⿱艹古,艹
苧,⿱艹宁,艹
苫,⿱艹占,艹
苯,⿱艹本,艹
英,⿱艹央,艹
苲,⿱艹乍,艹
苴,⿱艹且,艹
苷,⿱艹甘,艹
苹,⿱艹平,艹
苻,⿱艹付,艹
茀,⿱艹弗,艹
茁,⿱艹出,艹
茂,⿱艹戊,艹
范,⿱艹氾,艹
茄,⿱艹加,艹
茅,⿱艹矛,艹
茆,⿱艹卯,艹
茇,⿱艹犮,艹
茈,⿱艹此,艹
茉,⿱艹末,艹
茌,⿱艹仕,艹
茎,⿱艹巠,艹
茏,⿱艹龙,艹
茑,⿱艹鸟,艹
茔,⿱艹土,艹
茕,⿱艹？,艹
茗,⿱艹名,艹
茚,⿱艹印,艹
茛,⿱艹艮,艹
茜,⿱艹西,艹
茧,⿱艹虫,艹
茨,⿱艹次,艹
茫,⿱艹汒,艹
茬,⿱艹在,艹
茭,⿱艹交,艹
茯,⿱艹伏,艹
茱,⿱艹朱,艹
茲,⿱艹？,艹
茳,⿱艹江,艹
茴,⿱艹回,艹
茵,⿱艹因,艹
茶,⿱艹？,艹
茸,⿱艹耳,艹
茹,⿱艹如,艹
茺,⿱艹充,艹
茼,⿱艹同,艹
荀,⿱艹旬,艹
荃,⿱艹全,艹
荅,⿱艹合,艹
荆,⿰？刂,刂
荇,⿱艹行,艹
草,⿱艹早,艹
荊,⿱艹刑,艹
荏,⿱艹任,艹
荐,⿱艹存,艹
荑,⿱艹夷,艹
荒,⿱艹？,艹
荔,⿱艹劦,艹
荚,⿱艹夹,艹
荛,⿱艹尧,艹
荜,⿱艹毕,艹
荞,⿱艹乔,艹
荟,⿱艹会,艹
荠,⿱艹齐,艹
荡,⿱艹汤,艹
荣,⿱艹？,艹
荤,⿱艹军,艹
荥,⿱艹水,艹
荦,⿱艹？,牛
荧,⿱艹？,艹
荨,⿱艹寻,艹
荩,⿱艹尽,艹
荪,⿱艹孙,艹
荫,⿱艹阴,艹
荬,⿱艹买,艹
荭,⿱艹红,艹
荮,⿱艹纣,艹
药,⿱艹约,艹
荷,⿱艹何,艹
荸,⿱艹孛,艹
荻,⿱艹狄,艹
荼,⿱艹余,艹
荽,⿱艹妥,艹
莅,⿱艹位,艹
莆,⿱艹甫,艹
莉,⿱艹利,艹
莊,⿱艹壯,艹
莎,⿱艹沙,艹
莒,⿱艹吕,艹
莓,⿱艹每,艹
莖,⿱艹巠,艹
莘,⿱艹辛,艹
莛,⿱艹廷,艹
莜,⿱艹攸,艹
莞,⿱艹完,艹
莠,⿱艹秀,艹
莢,⿱艹夾,艹
莧,⿱艹見,艹
莨,⿱艹良,艹
莩,⿱艹孚,艹
莪,⿱艹我,艹
莫,⿱艹旲,艹
莰,⿱艹坎,艹
莱,⿱艹来,艹
莲,⿱艹连,艹
莳,⿱艹时,艹
莴,⿱艹呙,艹
莶,⿱艹佥,艹
获,⿱艹犾,艹
莸,⿱艹犹,艹
莹,⿱艹玉,艹
莺,⿱艹鸟,艹
莼,⿱艹纯,艹
菚,⿱艹戔,艹
莽,⿱艹？,艹
莿,⿱艹刺,艹
菀,⿱艹宛,艹
菁,⿱艹青,艹
菅,⿱艹官,艹
菇,⿱艹姑,艹
菊,⿱艹匊,艹
菌,⿱艹囷,艹
菏,⿱艹河,艹
菐,⿱业美,艹
菔,⿱艹服,艹
菖,⿱艹昌,艹
菘,⿱艹松,艹
菜,⿱艹采,艹
菝,⿱艹拔,艹
菟,⿱艹兔,艹
菠,⿱艹波,艹
菡,⿱艹函,艹
菥,⿱艹析,艹
菩,⿱艹咅,艹
菪,⿱艹宕,艹
華,⿱艹？,艹
菰,⿱艹孤,艹
菱,⿱艹夌,艹
菲,⿱艹非,艹
菸,⿱艹於,艹
菹,⿱艹沮,艹
菽,⿱艹叔,艹
萁,⿱艹其,艹
萃,⿱艹卒,艹
萄,⿱艹匋,艹
萆,⿱艹卑,艹
萊,⿱艹來,艹
萋,⿱艹妻,艹
萌,⿱艹明,艹
萍,⿱艹泙,艹
萎,⿱艹委,艹
萏,⿱艹臽,艹
萑,⿱艹隹,艹
萘,⿱艹奈,艹
萜,⿱艹帖,艹
萝,⿱艹罗,艹
萠,⿱艹朋,艹
萤,⿱艹？,艹
营,⿱艹？,艹
萦,⿱艹糸,艹
萧,⿱艹肃,艹
萨,⿱艹？,艹
萬,⿱艹禺,艹
萱,⿱艹宣,艹
萸,⿱艹臾,艹
萼,⿱艹咢,艹
落,⿱艹洛,艹
葄,⿱艹胙,艹
葆,⿱艹保,艹
葉,⿱艹枼,艹
葑,⿱艹封,艹
著,⿱艹者,艹
葙,⿱艹相,艹
葚,⿱艹甚,艹
葛,⿱艹曷,艹
葜,⿱艹契,艹
葡,⿱艹匍,艹
董,⿱艹重,艹
葦,⿱艹韋,艹
葩,⿱艹皅,艹
葫,⿱艹胡,艹
葬,⿱艹？,艹
葭,⿱艹叚,艹
葱,⿱艹怱,艹
葳,⿱艹威,艹
葵,⿱艹癸,艹
葶,⿱艹亭,艹
葷,⿱艹軍,艹
葸,⿱艹思,艹
葺,⿱艹咠,艹
蒂,⿱艹帝,艹
蒇,⿱艹？,艹
蒈,⿱艹皆,艹
蒉,⿱艹贵,艹
蒋,⿱艹将,艹
蒌,⿱艹娄,艹
蒎,⿱艹派,艹
蒐,⿱艹鬼,艹
蒓,⿱艹純,艹
蒔,⿱艹時,艹
蒗,⿱艹浪,艹
蒙,⿱艹冡,艹
蒜,⿱艹祘,艹
蒞,⿱艹涖,艹
蒟,⿱艹竘,艹
蒡,⿱艹旁,艹
蒦,⿱艹隻,艹
蒭,⿱艹芻,艹
蒯,⿰艹刂,艹
蒲,⿱艹浦,艹
蒴,⿱艹朔,艹
蒸,⿱艹烝,艹
蒹,⿱艹兼,艹
蒺,⿱艹疾,艹
蒻,⿱艹弱,艹
蒼,⿱艹倉,艹
蒽,⿱艹恩,艹
蒿,⿱艹高,艹
蓁,⿱艹秦,艹
蓂,⿱艹冥,艹
蓄,⿱艹畜,艹
蓉,⿱艹容,艹
蓊,⿱艹翁,艹
蓋,⿱艹盍,艹
蓍,⿱艹耆,艹
蓐,⿱艹辱,艹
蓑,⿱艹衰,艹
蓓,⿱艹倍,艹
蓔,⿱艹羔,艹
蓖,⿱艹比,艹
蓝,⿱艹监,艹
蓟,⿱艹？,艹
蓠,⿱艹离,艹
蓣,⿱艹预,艹
蓥,⿱艹金,艹
蓦,⿱艹马,马
蓬,⿱艹逢,艹
蓮,⿱艹連,艹
蓰,⿱艹徙,艹
蓴,⿱艹專,艹
蓼,⿱艹翏,艹
蓽,⿱艹畢,艹
蓿,⿱艹宿,艹
蔌,⿱艹欶,艹
蔑,⿱艹？,艹
蔓,⿱艹曼,艹
蔔,⿱艹匐,艹
蔗,⿱艹庶,艹
蔚,⿱艹尉,艹
蔟,⿱艹族,艹
蔡,⿱艹祭,艹
蔣,⿱艹將,艹
蔥,⿱艹悤,艹
蔫,⿱艹焉,艹
蔬,⿱艹疏,艹
蔭,⿱艹陰,艹
蔷,⿱艹啬,艹
蔸,⿱艹兜,艹
蔹,⿱艹敛,艹
蔺,⿱艹？,艹
蔻,⿱艹寇,艹
蔼,⿱艹谒,艹
蔽,⿱艹敝,艹
蕃,⿱艹番,艹
蕈,⿱艹覃,艹
蕉,⿱艹焦,艹
蕊,⿱艹惢,艹
蕎,⿱艹喬,艹
蕑,⿱艹閒,艹
蕒,⿱艹買,艹
蕓,⿱艹雲,艹
蕕,⿱艹猶,艹
蕖,⿱艹渠,艹
蕘,⿱艹堯,艹
蕙,⿱艹惠,艹
蕞,⿱艹最,艹
蕠,⿱艹絮,艹
蕢,⿱艹貴,艹
蕤,⿱艹甤,艹
蕨,⿱艹厥,艹
蕩,⿱艹湯,艹
蕪,⿱艹無,艹
蕭,⿱艹肅,艹
蕲,⿱艹？,艹
蕴,⿱艹缊,艹
蕷,⿱艹預,艹
蕹,⿱艹雍,艹
蕺,⿱艹戢,艹
蕻,⿱艹？,艹
蕾,⿱艹雷,艹
薄,⿱艹溥,艹
薅,⿱艹媷,艹
薇,⿱艹微,艹
薈,⿱艹會,艹
薊,⿱艹魝,艹
薌,⿱艹鄉,艹
薏,⿱艹意,艹
薑,⿱艹畺,艹
薔,⿱艹嗇,艹
薛,⿱艹？,艹
薜,⿱艹辟,艹
薤,⿱艹？,艹
薦,⿱艹廌,艹
薨,⿱艹？,艹
薩,⿱艹隡,艹
薪,⿱艹新,艹
薮,⿱艹数,艹
薯,⿱艹署,艹
薰,⿱艹熏,艹
薳,⿱艹遠,艹
薶,⿱艹貍,艹
薷,⿱艹需,艹
薹,⿱艹臺,艹
薺,⿱艹齊,艹
藁,⿱艹槀,艹
藇,⿱艹與,艹
藉,⿱艹耤,艹
藍,⿱艹監,艹
藏,⿱艹臧,艹
藐,⿱艹貌,艹
藒,⿱艹？,艹
藓,⿱艹鲜,艹
藕,⿱艹耦,艹
藘,⿱艹慮,艹
藜,⿱艹黎,艹
藝,⿱艹云,艹
藤,⿱艹滕,艹
藥,⿱艹樂,艹
藨,⿱艹麃,艹
藩,⿱艹潘,艹
藪,⿱艹數,艹
藭,⿱艹窮,艹
藹,⿱艹謁,艹
藺,⿱艹閵,艹
藻,⿱艹澡,艹
藿,⿱艹霍,艹
蘄,⿱艹？,艹
蘅,⿱艹衡,艹
蘆,⿱艹盧,艹
蘇,⿱艹穌,艹
蘊,⿱艹縕,艹
蘋,⿱艹頻,艹
蘑,⿱艹磨,艹
蘖,⿱艹木,木
蘘,⿱艹襄,艹
蘚,⿱艹鮮,艹
蘞,⿱艹斂,艹
蘢,⿱艹龍,艹
蘧,⿱艹遽,艹
蘩,⿱艹繁,艹
蘭,⿱艹闌,艹
蘵,⿱艹職,艹
蘸,⿱艹醮,艹
蘺,⿱艹離,艹
蘼,⿱艹靡,艹
蘿,⿱艹羅,艹
虍,⿸虍？,虍
虎,⿸虍几,虎
虏,⿸虍力,虍
虐,⿸虍彐,虍
虑,⿸虍心,心
虒,⿸厂虎,虎
虔,⿸虍文,虍
處,⿸虍処,虍
虖,⿸虍乎,虍
虘,⿸虍且,虍
虚,⿸虍业,虍
虛,⿸虍？,虍
虜,⿸虍男,虍
虞,⿸虍吴,虍
盧,⿸虍？,虍
號,⿰号虎,虎
虢,⿰寽虎,虎
虧,⿰雐亏,虍
虫,⿰虫？,虫
虬,⿰虫乚,虫
虮,⿰虫几,虫
虰,⿰虫丁,虫
虱,⿹乙虫,虫
虹,⿰虫工,虫
虺,⿰兀虫,虫
虻,⿰虫亡,虫
虼,⿰虫乞,虫
虽,⿱口虫,虫
虾,⿰虫下,虫
虿,⿱万虫,虫
蚀,⿰饣虫,饣
蚁,⿰虫义,虫
蚂,⿰虫马,虫
蚊,⿰虫文,虫
蚋,⿰虫内,虫
蚌,⿰虫丰,虫
蚍,⿰虫比,虫
蚓,⿰虫引,虫
蚕,⿱天虫,虫
蚖,⿰虫元,虫
蚜,⿰虫牙,虫
蚝,⿰虫毛,虫
蚣,⿰虫公,虫
蚤,⿱叉虫,虫
蚧,⿰虫介,虫
蚨,⿰虫夫,虫
蚩,⿱屮虫,虫
蚪,⿰虫斗,虫
蚬,⿰虫见,虫
蚯,⿰虫丘,虫
蚰,⿰虫由,虫
蚱,⿰虫乍,虫
蚴,⿰虫幼,虫
蚵,⿰虫可,虫
蚶,⿰虫甘,虫
蚺,⿰虫冉,虫
蛀,⿰虫主,虫
蛄,⿰虫古,虫
蛆,⿰虫且,虫
蛇,⿰虫它,虫
蛉,⿰虫令,虫
蛊,⿱虫皿,虫
蛋,⿱疋虫,虫
蛎,⿰虫厉,虫
蛏,⿰虫圣,虫
蛐,⿰虫曲,虫
蛑,⿰虫牟,虫
蛔,⿰虫回,虫
蛘,⿰虫羊,虫
蛙,⿰虫圭,虫
蛛,⿰虫朱,虫
蛜,⿰虫伊,虫
蛞,⿰虫舌,虫
蛟,⿰虫交,虫
蛤,⿰虫合,虫
蛩,⿱巩虫,虫
蛭,⿰虫至,虫
蛮,⿱亦虫,虫
蛰,⿱执虫,虫
蛱,⿰虫夹,虫
蛲,⿰虫尧,虫
蛳,⿰虫师,虫
蛴,⿰虫齐,虫
蛵,⿰虫巠,虫
蛸,⿰虫肖,虫
蛹,⿰虫甬,虫
蛺,⿰虫夾,虫
蛻,⿰虫兌,虫
蛾,⿰虫我,虫
蜀,⿱罒？,虫
蜂,⿰虫夆,虫
蜃,⿱辰虫,虫
蜇,⿱折虫,虫
蜈,⿰虫吴,虫
蜉,⿰虫孚,虫
蜊,⿰虫利,虫
蜍,⿰虫余,虫
蜎,⿰虫肙,虫
蜒,⿰虫延,虫
蜓,⿰虫廷,虫
蜕,⿰虫兑,虫
蜗,⿰虫呙,虫
蜘,⿰虫知,虫
蜚,⿱非虫,虫
蜜,⿱宓虫,虫
蜞,⿰虫其,虫
蜡,⿰虫昔,虫
蜢,⿰虫孟,虫
蜣,⿰虫羌,虫
蜥,⿰虫析,虫
蜩,⿰虫周,虫
蜮,⿰虫或,虫
蜱,⿰虫卑,虫
蜴,⿰虫易,虫
蜷,⿰虫卷,虫
蜻,⿰虫青,虫
蜾,⿰虫果,虫
蜿,⿰虫宛,虫
蝇,⿰虫黾,虫
蝈,⿰虫国,虫
蝉,⿰虫单,虫
蝌,⿰虫科,虫
蝎,⿰虫曷,虫
蝓,⿰虫俞,虫
蝕,⿰飠虫,虫
蝗,⿰虫皇,虫
蝙,⿰虫扁,虫
蝟,⿰虫胃,虫
蝠,⿰虫畐,虫
蝣,⿰虫斿,虫
蝤,⿰虫酋,虫
蝥,⿱敄虫,虫
蝦,⿰虫叚,虫
蝨,⿱卂蟲,虫
蝮,⿰虫复,虫
蝰,⿰虫奎,虫
蝴,⿰虫胡,虫
蝶,⿰虫枼,虫
蝸,⿰虫咼,虫
蝻,⿰虫南,虫
蝼,⿰虫娄,虫
蝽,⿰虫春,虫
蝾,⿰虫荣,虫
螂,⿰虫郎,虫
螃,⿰虫旁,虫
螄,⿰虫師,虫
螅,⿰虫息,虫
螈,⿰虫原,虫
螉,⿰虫翁,虫
螋,⿰虫叟,虫
融,⿰鬲虫,鬲
螓,⿰虫秦,虫
螗,⿰虫唐,虫
螞,⿰虫馬,虫
螟,⿰虫冥,虫
螢,⿱？虫,虫
螨,⿰虫？,虫
螫,⿱赦虫,虫
螬,⿰虫曹,虫
螭,⿰虫离,虫
螮,⿰虫帶,虫
螯,⿱敖虫,虫
螳,⿰虫堂,虫
螵,⿰虫票,虫
螺,⿰虫累,虫
螻,⿰虫婁,虫
螽,⿱冬蟲,虫
蟀,⿰虫率,虫
蟄,⿱執虫,虫
